"annotation_id","annotator","comment","created_at","id","lead_time","rating","taxonomy","updated_at","Вопрос решен","Нравится качество выполнения заявки","Нравится качество работы сотрудников","Нравится скорость отработки заявок","Понравилось выполнение заявки" 
267,"1","Сантехник связался сразу. Вопрос решен. ","2025-05-11T09:27:34.649945Z",3897067,7.43,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится качество работы сотрудников""]]}]","2025-05-11T09:27:34.649945Z","","","","",""
268,"1","Спасибо технику)","2025-05-11T09:27:40.002770Z",3897113,2.586,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-11T09:27:40.002770Z","","","","",""
269,"1","Благодарю.  Всё отлично 👍. ","2025-05-11T09:27:44.812621Z",3897118,3.152,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T09:27:44.812621Z","","","","",""
270,"1","Спасибо!","2025-05-11T09:27:51.133471Z",3897184,2.553,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T09:27:51.133471Z","","","","",""
271,"1","спасибо ","2025-05-11T09:27:56.484643Z",3897192,3.519,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T09:27:56.484643Z","","","","",""
272,"1","Сантехник был ","2025-05-11T09:28:01.428441Z",3897201,3.251,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-11T09:28:01.428441Z","","","","",""
273,"1","подсказали куда обратиться для решения вопроса","2025-05-11T09:28:12.775931Z",3897252,9.751,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-11T09:28:12.775931Z","","","","",""
274,"1","Спасибо большое за информацию. Татьяна молодец!","2025-05-11T09:28:18.530441Z",3897281,3.891,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-11T09:28:18.530441Z","","","","",""
275,"1","электрик пришёл в день обращения, снял показания, счеткик работает, сотрудник вежливый. благодарю. ","2025-05-11T09:28:27.589878Z",3897654,6.357,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-11T09:28:27.589878Z","","","","",""
276,"1","Все было сделано быстро и качественно.","2025-05-11T09:28:32.194245Z",3897730,3.068,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""]]}]","2025-05-11T09:28:32.195522Z","","","","",""
277,"1","Все было сделано быстро и качественно.","2025-05-11T09:28:37.258308Z",3897737,3.242,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""]]}]","2025-05-11T09:28:37.258308Z","","","","",""
278,"1","Все было сделано быстро и качественно.","2025-05-11T09:28:42.738206Z",3897741,3.07,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""]]}]","2025-05-11T09:28:42.738206Z","","","","",""
279,"1","Спасибо","2025-05-11T09:28:49.220792Z",3897826,2.435,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T09:28:49.220792Z","","","","",""
280,"1","Напор стал гораздо сильнее, небо и земля. Быстро поняли причину слабого напора. Спасибо ","2025-05-11T09:28:59.104186Z",3897831,8.255,5,"[{""taxonomy"":[[""Нравится качество выполнения заявки""]]}]","2025-05-11T09:28:59.104186Z","","","","",""
281,"1","Спасибо за вашу работу! Вычислить бы, кто вырвал предыдущий доводчик и наказать! А вам спасибо!","2025-05-11T09:29:09.668379Z",3898045,8.66,5,"[{""taxonomy"":[[""Нравится качество выполнения заявки""]]}]","2025-05-11T09:29:09.668379Z","","","","",""
282,"1","да открыла спасибо
","2025-05-11T09:29:16.038122Z",3898232,4.989,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-11T09:29:16.038122Z","","","","",""
283,"1","быстро позвонили, пришли все сделали,спасибо ","2025-05-11T09:29:23.053921Z",3898417,4.897,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T09:29:23.053921Z","","","","",""
284,"1","Молодцы, очень оперативно!!!!! Прям минус одна головная боль ","2025-05-11T09:29:32.703704Z",3898427,7.872,5,"[{""taxonomy"":[[""Нравится качество выполнения заявки""]]}]","2025-05-11T09:29:32.703704Z","","","","",""
285,"1","Очень быстро, качественно. Спасибо! 🤝","2025-05-11T09:29:37.280162Z",3898572,2.923,5,"[{""taxonomy"":[[""Нравится качество выполнения заявки""]]}]","2025-05-11T09:29:37.280162Z","","","","",""
286,"1","спасибо большое за разъяснения и за оперативность","2025-05-11T09:29:49.099941Z",3898709,6.958,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""]]}]","2025-05-11T09:29:49.099941Z","","","","",""
287,"1","Спасибо 
","2025-05-11T09:29:53.595733Z",3898733,2.597,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T09:29:53.596733Z","","","","",""
288,"1","сотрудники работают на 5+ ! мгновенно обрабатываются заявки, ответ поступает сразу и всё решается.отличный сервис, очень приятно)","2025-05-11T09:30:01.907542Z",3898761,5.98,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-11T09:30:01.907542Z","","","","",""
289,"1","Быстро и понятно ","2025-05-11T09:30:09.842234Z",3898762,3.927,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T09:30:09.843235Z","","","","",""
290,"1","Спасибо за консультацию!","2025-05-11T09:30:15.696493Z",3898819,3.251,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T09:30:15.696493Z","","","","",""
291,"1","спасибо за оперативность ","2025-05-11T09:30:21.950510Z",3898847,2.88,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T09:30:21.950510Z","","","","",""
292,"1","спасибо","2025-05-11T09:30:26.486779Z",3898925,2.475,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T09:30:26.486779Z","","","","",""
293,"1","Просто и удобно, а также быстро и экономия времени и ресурсов
.","2025-05-11T09:30:35.777033Z",3899012,6.86,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T09:30:35.777033Z","","","","",""
294,"1","Отлично!","2025-05-11T09:30:40.714342Z",3899166,3.012,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T09:30:40.714342Z","","","","",""
295,"1","Спасибо! ","2025-05-11T09:30:46.988904Z",3899751,3.641,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T09:30:46.988904Z","","","","",""
296,"1","Норм","2025-05-11T09:30:51.770649Z",3899781,2.322,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T09:30:51.770649Z","","","","",""
297,"1","Отлично все сделано 5 балов.","2025-05-11T09:31:02.617610Z",3899842,7.104,5,"[{""taxonomy"":[[""Нравится качество выполнения заявки""]]}]","2025-05-11T09:31:02.617610Z","","","","",""
298,"1","четвёрка за то что выслали только со второго раза. 
нужную квитанцию! ","2025-05-11T09:31:10.860633Z",3899902,5.475,4,"[{""taxonomy"":[[""Нравится качество выполнения заявки""]]}]","2025-05-11T09:31:10.860633Z","","","","",""
299,"1","Спасибо! ","2025-05-11T09:31:15.185434Z",3899994,2.573,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T09:31:15.185434Z","","","","",""
300,"1","отлично👍👏😆","2025-05-11T09:31:19.299803Z",3900024,2.364,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T09:31:19.299803Z","","","","",""
301,"1","спс","2025-05-11T09:31:24.180245Z",3900150,2.519,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-11T09:31:24.180245Z","","","","",""
302,"1","Спасибо большое, все получила ","2025-05-11T09:31:30.844534Z",3900408,4.225,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T09:31:30.844534Z","","","","",""
303,"1","Спасибо ,очень оперативно ","2025-05-11T09:31:36.198899Z",3900525,3.374,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T09:31:36.198899Z","","","","",""
304,"1","благодарю мастера, всё объяснил и дал рекомендации","2025-05-11T09:31:41.483376Z",3900539,3.313,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-11T09:31:41.483376Z","","","","",""
305,"1","Ребята молодцы","2025-05-11T09:32:05.238946Z",3900559,2.493,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-11T09:32:05.238946Z","","","","",""
306,"1","Спасибо за оперативное решение","2025-05-11T09:32:09.615261Z",3900602,2.459,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T09:32:09.615261Z","","","","",""
307,"1","спасибо","2025-05-11T09:32:14.089931Z",3900618,2.614,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T09:32:14.089931Z","","","","",""
308,"1","спасибо!
","2025-05-11T09:32:18.019198Z",3900686,2.49,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T09:32:18.019198Z","","","","",""
309,"1","оперативно, спасибо","2025-05-11T09:32:26.274518Z",3900690,3.516,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T09:32:26.274518Z","","","","",""
310,"1","Большое спасибо мастеру!","2025-05-11T09:32:31.009019Z",3900869,2.915,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-11T09:32:31.009019Z","","","","",""
311,"1","к оказанию самой услуги и сантехнику претензий нет. а вот, то что отключения происходят регулярно - крайне негативно сказывается на впечатление о компании Самолет УК","2025-05-11T09:32:41.194624Z",3900886,7.981,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-11T09:32:41.194624Z","","","","",""
312,"1","Спасибо!","2025-05-11T09:32:45.943636Z",3901066,2.66,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T09:32:45.943636Z","","","","",""
313,"1","спасибо! ","2025-05-11T09:32:54.794499Z",3901093,2.08,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T09:32:54.794499Z","","","","",""
314,"1","Специалист компетентно объяснил, что необходимо сделать таких случаях! Игорь Золотухин 👍","2025-05-11T09:33:21.940032Z",3901101,25.162,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-11T09:33:21.940032Z","","","","",""
315,"1","Быстро и чётко","2025-05-11T09:33:26.569608Z",3901168,2.663,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T09:33:26.569608Z","","","","",""
316,"1","Всё хорошо","2025-05-11T09:33:32.806479Z",3901182,3.306,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T09:33:32.807565Z","","","","",""
317,"1","Владимир грамотно и здорово и быстро все сделал","2025-05-11T09:33:37.176486Z",3901194,2.757,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-11T09:33:37.176486Z","","","","",""
318,"1","Отличный сервис! ","2025-05-11T09:33:42.296006Z",3901238,3.142,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T09:33:42.296006Z","","","","",""
319,"1","огромное спасибо","2025-05-11T09:33:46.967403Z",3901247,3.104,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T09:33:46.968392Z","","","","",""
320,"1","Спасибо! Сервис работает, это самое главное :)","2025-05-11T09:33:51.672272Z",3901257,2.701,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T09:33:51.672272Z","","","","",""
321,"1","Все отлично,позвонили,ответ предоставили ","2025-05-11T09:34:00.416636Z",3901356,3.647,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-11T09:34:00.417671Z","","","","",""
322,"1","Заявка была отработана в течение 5-ти минут.  Благодарю за оперативность!","2025-05-11T09:34:05.971483Z",3901414,3.734,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T09:34:05.971483Z","","","","",""
323,"1","Все отлично, спасибо","2025-05-11T09:34:12.739158Z",3901433,2.897,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T09:34:12.739158Z","","","","",""
324,"1","Оперативное решение! Спасибо)","2025-05-11T09:34:18.073931Z",3901446,3.354,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T09:34:18.074939Z","","","","",""
325,"1","Татьяна оперативно решила вопрос,очень отзывчивая 👍","2025-05-11T09:34:33.044683Z",3901616,6.154,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-11T09:34:33.044683Z","","","","",""
326,"1","Все гуд","2025-05-11T09:34:39.339597Z",3901836,3.128,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T09:34:39.339597Z","","","","",""
327,"1","Все отлично.👍","2025-05-11T09:34:45.482871Z",3901932,3.147,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T09:34:45.482871Z","","","","",""
328,"1","Поприветствовали, предложили присесть. Всё быстро оформили. Спасибо. ","2025-05-11T09:35:20.203364Z",3901987,32.537,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество работы сотрудников""]]}]","2025-05-11T09:35:20.203364Z","","","","",""
329,"1","Спасибо что убрали надпись. Думал, будет аккуратнее ","2025-05-11T09:35:31.074383Z",3902000,8.969,4,"[{""taxonomy"":[[""Нравится качество выполнения заявки""]]}]","2025-05-11T09:35:31.074383Z","","","","",""
330,"1","все быстро и четко ","2025-05-11T09:35:36.070121Z",3902088,3.42,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T09:35:36.070121Z","","","","",""
331,"1","Добрый день! Заявка была выполнена качественно, сотрудники грамотные,очень вежливые, большое им спасибо! ","2025-05-11T09:35:47.881288Z",3902093,8.71,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-11T09:35:47.881288Z","","","","",""
332,"1","спасибо за помощь от подключившихся инженеров.","2025-05-11T09:35:54.015713Z",3902383,4.148,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-11T09:35:54.015713Z","","","","",""
333,"1","Замечательный мастер! Все очень оперативно и качественно. Добрый человек с золотыми руками! Огромное спасибо!!!","2025-05-11T09:36:03.577055Z",3902482,6.603,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-11T09:36:03.577055Z","","","","",""
334,"1","Благодарю, хотя я уже давно просила и получаю на эл.почту, но почему-то ещё и бумажные получала.","2025-05-11T09:36:15.034432Z",3902496,9.466,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-11T09:36:15.034432Z","","","","",""
335,"1","Вопрос был решен оперативно) спасибо большое!","2025-05-11T09:36:20.544554Z",3902529,3.393,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-11T09:36:20.545565Z","","","","",""
336,"1","Молодцы!","2025-05-11T09:36:25.178224Z",3902558,2.75,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T09:36:25.178224Z","","","","",""
337,"1","Все ок ) спасибо ","2025-05-11T09:36:29.983701Z",3902632,2.702,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T09:36:29.983701Z","","","","",""
338,"1","красавцы, быстро,  оперативно,  очень приятно в общении ","2025-05-11T09:36:41.068190Z",3902786,7.511,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T09:36:41.068190Z","","","","",""
339,"1","Хорошее обслуживание)","2025-05-11T09:36:46.668521Z",3902795,3.702,5,"[{""taxonomy"":[[""Нравится качество выполнения заявки""]]}]","2025-05-11T09:36:46.668521Z","","","","",""
340,"1","Спасибо ","2025-05-11T09:36:51.502422Z",3903165,2.905,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T09:36:51.503433Z","","","","",""
341,"1","Спасибо!","2025-05-11T09:36:56.251887Z",3903196,2.697,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T09:36:56.251887Z","","","","",""
342,"1","спасибо за оперативность","2025-05-11T09:37:00.580734Z",3903218,2.539,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T09:37:00.580734Z","","","","",""
343,"1","спасибо!","2025-05-11T09:37:07.638115Z",3903268,3.376,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T09:37:07.638115Z","","","","",""
344,"1","Оперативно как всегда ","2025-05-11T09:37:15.006898Z",3903272,5.517,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T09:37:15.006898Z","","","","",""
345,"1","спасибо ","2025-05-11T09:37:19.655351Z",3903277,2.783,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T09:37:19.655351Z","","","","",""
346,"1","Большое спасибо , оперативно поставили ограничители ","2025-05-11T09:37:25.183493Z",3903349,3.903,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T09:37:25.183493Z","","","","",""
347,"1","одну звезду сняла за то,что отличается цвет плитки)","2025-05-11T09:37:32.097108Z",3903374,4.576,4,"[{""taxonomy"":[[""Нравится качество выполнения заявки""]]}]","2025-05-11T09:37:32.097108Z","","","","",""
348,"1","спасибо! быстро и оперативно","2025-05-11T09:37:37.337083Z",3903406,3.661,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T09:37:37.337083Z","","","","",""
349,"1","Горячая вода появилась.
","2025-05-11T09:37:42.848862Z",3903436,2.623,5,"[{""taxonomy"":[[""Нравится качество выполнения заявки""]]}]","2025-05-11T09:37:42.848862Z","","","","",""
350,"1","Оперативно, спасибо
","2025-05-11T09:37:46.796229Z",3903453,2.633,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T09:37:46.796229Z","","","","",""
351,"1","Спасибо за оперативность ","2025-05-11T09:37:51.304815Z",3903479,2.895,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T09:37:51.304815Z","","","","",""
352,"1","Спасибо за оперативность ","2025-05-11T09:37:58.078913Z",3903480,4.684,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T09:37:58.078913Z","","","","",""
353,"1","Спасибо большое за оперативность 🙌🏻🌸","2025-05-11T09:38:07.473532Z",3903556,2.534,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T09:38:07.473532Z","","","","",""
354,"1","Вот теперь молодцы ","2025-05-11T09:43:26.766217Z",3903607,6.262,5,"[{""taxonomy"":[[""Нравится качество выполнения заявки""]]}]","2025-05-11T09:43:26.766217Z","","","","",""
355,"1","все отлично бистро устранили мастер хороши","2025-05-11T09:43:40.333761Z",3903626,10.774,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество работы сотрудников""]]}]","2025-05-11T09:43:40.333761Z","","","","",""
356,"1","спасибо, проблема была решена","2025-05-11T09:44:10.032762Z",3903666,18.534,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-11T09:44:10.032762Z","","","","",""
357,"1","спасибо за оперативность и грамотный, развёрнутый ответ) 
","2025-05-11T09:44:17.792913Z",3903709,2.915,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T09:44:17.793904Z","","","","",""
358,"1","Спасибо большое! Заявка выполнена быстро и качественно!","2025-05-11T09:44:24.240058Z",3903741,3.992,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""]]}]","2025-05-11T09:44:24.240058Z","","","","",""
359,"1","Огромное спасибо ","2025-05-11T09:44:59.298623Z",3903798,15.757,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T09:44:59.298623Z","","","","",""
360,"1","Супер!!!","2025-05-11T09:45:05.168728Z",3903951,3.461,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T09:45:05.168728Z","","","","",""
361,"1","Выполнено быстро и качественно!","2025-05-11T09:45:10.161974Z",3903997,2.728,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""]]}]","2025-05-11T09:45:10.161974Z","","","","",""
362,"1","Всё  понятно объяснили.","2025-05-11T09:45:35.961793Z",3904073,8.312,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-11T09:45:35.961793Z","","","","",""
363,"1","Большое спасибо Василию за проделанную работу!","2025-05-11T09:45:43.075969Z",3904265,4.465,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-11T09:45:43.075969Z","","","","",""
364,"1","Благодарю, помогли, а то до Вас никто не мог решить эту проблему, еще раз спасибо)","2025-05-11T09:46:27.849954Z",3904421,41.501,5,"[{""taxonomy"":[[""Нравится качество выполнения заявки""]]}]","2025-05-11T09:46:27.849954Z","","","","",""
365,"1","Очень оперативно менеджер связался, ответил на вопросы и отправил необходимые документы. Благодарю!","2025-05-11T09:49:02.021921Z",3904489,149.44,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-11T09:49:02.021921Z","","","","",""
366,"1","быстро отреагировали, запустили","2025-05-11T09:49:09.841085Z",3904503,5.03,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T09:49:09.841085Z","","","","",""
367,"1","Спасибо. Оперативно приняли заявку и отремонтировали.Лифт работает исправно.","2025-05-11T09:52:06.527009Z",3904606,8.145,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""]]}]","2025-05-11T09:52:06.527009Z","","","","",""
368,"1","Оперативно и надежно)","2025-05-11T09:52:12.637962Z",3904693,3.642,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T09:52:12.637962Z","","","","",""
369,"1","Отлично","2025-05-11T09:52:18.355007Z",3904810,2.964,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T09:52:18.355007Z","","","","",""
370,"1","Спасибо! Услуга оказана очень оперативно, удобный формат. Заказала ключ на выходных, в понедельник все было готово. Сотрудники вежливые и внимательные👍","2025-05-11T09:52:33.071966Z",3904847,10.773,5,"[{""taxonomy"":[[""Нравится качество выполнения заявки""],[""Нравится качество работы сотрудников""]]}]","2025-05-11T09:52:33.071966Z","","","","",""
371,"1","Все супер, Очень оперативно и профессионально, Спасибо ","2025-05-11T09:52:40.534851Z",3904911,4.821,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T09:52:40.534851Z","","","","",""
372,"1","Спасибо большое ","2025-05-11T09:52:53.556949Z",3904952,4.612,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T09:52:53.556949Z","","","","",""
373,"1","Всё быстро и качественно!👍","2025-05-11T09:53:01.882909Z",3905059,3.733,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""]]}]","2025-05-11T09:53:01.882909Z","","","","",""
374,"1","Тот кто  выполнял заявку, чудо! Оперативно выполнили. Спасибо 👍🏻","2025-05-11T09:53:15.419778Z",3905086,11.052,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""],[""Нравится скорость отработки заявок""]]}]","2025-05-11T09:53:15.419778Z","","","","",""
375,"1","спасибо,жду бумажные платежные поручения со следующего месяца ","2025-05-11T09:53:25.256492Z",3905337,7.693,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-11T09:53:25.256492Z","","","","",""
376,"1","спасибо большое ","2025-05-11T09:53:35.631322Z",3905514,7.138,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T09:53:35.631322Z","","","","",""
377,"1","лучший мастер на свете, нужно ему выдать премию ","2025-05-11T09:54:15.454027Z",3905720,15.202,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-11T09:54:15.454027Z","","","","",""
378,"1","работает! Спасибо","2025-05-11T09:54:21.430440Z",3905785,3.535,5,"[{""taxonomy"":[[""Нравится качество выполнения заявки""]]}]","2025-05-11T09:54:21.430440Z","","","","",""
379,"1","Спасибо электрику, оперативно пришёл! ","2025-05-11T09:54:28.006221Z",3905786,3.867,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-11T09:54:28.006221Z","","","","",""
380,"1","спасибо","2025-05-11T09:54:33.642549Z",3905829,3.159,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T09:54:33.642549Z","","","","",""
381,"1","все отлично! ","2025-05-11T09:55:07.287120Z",3905983,8.888,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T09:55:07.287120Z","","","","",""
382,"1","Быстро ","2025-05-11T09:55:15.682292Z",3906025,4.661,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T09:55:15.682292Z","","","","",""
383,"1","Хотелось, что бы каждый месяц присылали квитанцию на почту или в приложении","2025-05-11T09:55:26.695176Z",3906032,5.979,5,"[{""taxonomy"":[[""Нравится качество выполнения заявки""]]}]","2025-05-11T09:55:26.695176Z","","","","",""
384,"1","Большое спасибо электрику! Ситуация была не из простых, но он обнаружил проблему и смог ее решить ","2025-05-11T09:55:34.568459Z",3906048,4.767,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-11T09:55:34.568459Z","","","","",""
385,"1","Сантехник молодец! Устранил утечку воды выше по этажу и в нас перестала течь вода. 
Молодец! 
","2025-05-11T09:55:42.688128Z",3906126,5.456,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-11T09:55:42.688128Z","","","","",""
386,"1","благодарю","2025-05-11T09:55:52.111255Z",3906279,4.504,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T09:55:52.111255Z","","","","",""
387,"1","спасибо большое за работу и оперативность","2025-05-11T09:56:13.988570Z",3906380,5.305,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T09:56:13.988570Z","","","","",""
388,"1","жалко, что при оплате счетов через банк, в приложении не отображается информация об оплате и приходится загружать квитанции дополнительно и подтверждать факт оплаты","2025-05-11T09:56:25.277769Z",3906407,8.443,4,"[{""taxonomy"":[[""Нравится качество выполнения заявки""]]}]","2025-05-11T09:56:25.277769Z","","","","",""
389,"1","Благодарю ","2025-05-11T09:56:33.356792Z",3906425,5.146,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T09:56:33.356792Z","","","","",""
390,"1","Все быстро и качественно ","2025-05-11T09:56:39.067211Z",3906535,3.425,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""]]}]","2025-05-11T09:56:39.067211Z","","","","",""
391,"1","спасибо большое, жаль, что там уже опять намусорили(","2025-05-11T09:57:00.536819Z",3906752,18.42,5,"[{""taxonomy"":[[""Нравится качество выполнения заявки""]]}]","2025-05-11T09:57:00.536819Z","","","","",""
392,"1","спасибо ","2025-05-11T09:57:07.708079Z",3906774,3.161,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T09:57:07.708079Z","","","","",""
