id	rating	comment	Нравится скорость отработки заявок	Нравится качество выполнения заявки	Нравится качество работы сотрудников	Понравилось выполнение заявки	Вопрос решен
3921907	5	проблема решена, теперь всё работает как надо	0	0	0	0	0
3921924	5	спасибо ?? 	0	0	0	1	0
			0	0	0	0	0
3922180	5	Большое спасибо. Все нормально работает.	0	0	0	1	0
3922350	5	Очень оперативно! вс? исправили	1	0	0	0	0
3922395	5	Быстро, качествено и оперативно. 	1	0	0	0	0
3922415	5	Отзвонились, зафиксировали, дежурный электрик молодец ???? 	0	0	0	0	0
3922482	5	Спасибо 	0	0	0	1	0
3922505	5	всё очень быстро сделали 	1	0	0	0	0
3922516	5	спасибо огромное за быстрое решение моей заявки! ??	1	0	0	1	0
3922726	5	Электрик пришел, все проверил и нам объяснил все. Спасибо большое! 	0	0	0	1	0
3922770	5	Только положительные эмоции,специалист очень ответственный,огромная благодарность!	0	0	1	0	0
3922826	5	Откусили конец сгоревшего Ноля. Заменили левый автомат. Будем наблюдать далее.	0	0	0	0	0
3922849	5	Мастеру Александру спасибо большое! 	0	0	1	1	0
3922963	5	Вежливые, доброжелательные. Разъяснили, подсказали.	0	0	0	0	0
3923000	5	Хорошая девушка менеджер ! Очень понятливая и на 100% вошла в положение всех жителей и донесла это до руководства ! Благодарю её! 	0	0	0	0	0
3923075	5	Спасибо большое за оперативность! Хорошего дня вам! 	1	0	0	1	0
3923181	5	Все хорошо !  Быстро пришел мастер сделал все четко . 	1	1	1	0	0
3923198	5	Самое главное,оперативно.	1	0	0	0	0
3923385	5	прекрасный мастер 	0	0	1	0	0
3923395	5	Сергей Анатольевич, мастер своего дела. Выполнил работу быстро и качественно, спасибо.	1	1	1	1	0
3923512	5	Отличный специалист, вопрос решен. Спасибо.	0	0	1	1	1
3923554	5	устранили неполадку очень оперативно и качественно. большое спасибо. 	1	1	0	1	0
3923598	1	Сделали после того,как написали в наш город заявки соседи 	0	0	0	0	0
3923670	5	Оперативно и быстро,спасибо Сергею!	1	0	0	1	0
3923691	5	Спасибо!	0	0	0	1	0
3923717	5	спасибо) вы классные ??	0	0	0	1	0
3923812	5	Спасибо большое ??	0	0	0	1	0
3923890	5	в лучшем виде 	0	0	0	0	0
3923893	5	Спасибо!	0	0	0	1	0
3924164	5	Спасибо за оперативность!	1	0	0	1	0
3924204	5	Благодарю за оперативное устранение проблемы! Отдельная благодарность мастеру за подробное разъяснение о причинах отсутствия горячейводы, приятное общение и человеческое отношение!!!	1	0	1	0	0
3924205	5	Спасибо большое вам за работу!	0	0	0	1	0
3924313	5	все быстро и оперативно 	1	0	0	0	0
			0	0	0	0	0
3924430	5	Спасибо! Не делайте так больше, или хотя бы заранее предупреждайте о раннем отключении воды, чтоб люди с вечера успели её набрать!! 	0	0	0	1	0
3924431	5	Приехали быстро. Спасибо!	1	0	0	1	0
3924446	5	Спасибо!	0	0	0	1	0
3924473	5	Всё быстро . Работа выполнена	1	0	0	0	0
3924547	5	Благодарю за оперативность! 	1	0	0	0	0
3924558	5	Спасибо 	0	0	0	1	0
3924568	5	спасибо, отлично 	0	1	0	1	0
3924595	5	Спасибо	0	0	0	1	0
3924647	5	спасибо за быструю реакцию!	0	0	0	1	0
3924661	5	Все супер	0	0	0	0	0
3924685	5	все отлично.	0	1	0	1	0
3924836	5	Претензий нет	0	0	0	0	0
3924911	5	Спасибо большое мастеру, все починил, объяснил! 	0	0	1	1	0
3925142	5	спасибо большое всем кто помог решить данную проблему 	0	0	0	1	0
3925271	5	Спасибо огромное Петрине Оксане Вдадимировне. Из 5 заявок  только она смогла правильно ответить на заявку. А остальных можете увольнять ,работают видно для галочки.	0	0	0	1	0
3925293	5	Спасибо огромное	0	0	0	1	0
3925338	5	Все очень хорошо 	0	1	0	0	0
3925362	5	Быстро и четко!))	1	0	0	0	0
3925426	5	спасибо за оперативность	1	0	0	1	0
3925459	5	замечательный шутро и быстро сделали Молодец ??	1	0	0	0	0
3925514	5	спасибо!	0	0	0	1	0
3925547	5	спасибо. решили оперативно! 	1	0	0	1	1
3925566	5	Быстро качественно 	1	1	0	0	0
3925616	5	Отличный специалист! 	0	0	1	0	0
3925656	5	Спасибо Никита??	0	0	0	1	0
3925707	5	Спасибо 	0	0	0	1	0
3925711	5	Спасибо 	0	0	0	1	0
3925724	5	Спасибо 	0	0	0	1	0
3925871	5	Оперативно. Очень вежливый сантехник. Приятно было общаться и получить решение проблемы через 25 минут. Спасибо.	1	0	1	1	0
3925996	5	Спасибо за оперативность.	1	0	0	1	0
3926005	5	Спасибо	0	0	0	1	0
3926087	5	Отлично 	0	1	0	1	0
3926222	5	спасибо за информацию!	0	0	0	1	0
3926410	5	Очень нравится что стали поливать газон	0	0	0	0	0
3926523	5	Спасибо!	0	0	0	1	0
3926559	5	мастер супер!!!	0	0	1	0	0
3926660	5	спасибо большое за скорость	1	0	0	1	0
3926685	5	Спасибо дежурному сантехнику	0	0	0	1	0
3926753	5	Спасибо большое!	0	0	0	1	0
3926829	5	оперативно,спасибо	1	0	0	1	0
3926847	5	Сотрудник позвонил и всё понятно объяснил. Спасибо.	0	0	1	1	0
3926885	5	Спасибо Вам Татьяна. Хорошего дня ??????	0	0	0	1	0
3926964	5	Благодарю УК за оперативность и решение моего вопроса.	1	0	0	0	0
3926989	5	Спасибо большое 	0	0	0	1	0
3927060	1	хорошо 	0	1	0	0	0
3927165	5	Спасибо 	0	0	0	1	0
3927168	5	спасибо за оперативность! 	1	0	0	1	0
3927330	5	Сотрудник супер,вежливый и работа выполнена на 5+	0	0	1	0	0
3927351	5	Молодцы!	0	0	0	0	0
3927378	5	Спасибо. Очень быстро приняли меры.	1	0	0	1	0
3927407	5	Спасибо!	0	0	0	1	0
3927480	5	Все доступно объяснили.	0	0	0	0	0
3927514	5	Отличный специалист. Все показал, рассказал объяснил.	0	0	1	0	0
3927621	5	отзывчивые менеджеры, всем спасибо за быстроту	1	0	0	1	0
3927634	5	Дана консультация, жду решения	0	0	0	0	0
3927641	5	Благодарю 	0	0	0	0	0
3927735	5	Очень оперативно! Спасибо большое!!! 	1	0	0	1	0
3927815	5	Оперативно и четко решен вопрос. Благодарю. 	1	0	0	0	0
3927826	5	все на высшем уровне 	0	0	0	0	0
3927830	5	Спасибо ????????????	0	0	0	1	0
3927965	5	Спасибо,что включили кран 	0	0	0	1	0
3928090	5	Лучший специалист! Спасибо 	0	0	1	1	0
3928119	5	проблема не решена,но даны исчерпывающие разъяснения и рекомеедации	0	0	0	0	0
3928138	5	Идеально!	0	0	0	0	0
3928192	5	спасибо большое за помощь!Мария решила быстро вопрос.Настоящий специалист. 	1	0	1	1	0
3928281	5	Супер, спасибо !	0	0	0	1	0
3928288	5	все прошло быстро,спасибо сотруднику. 	1	0	1	1	0
3928290	5	Благодаря помощи Анастасии, быстро всё решили. Отличная, оперативная работа	1	0	0	0	1
3928297	5	Быстро и оперативно спасибо мастеру 	1	0	1	1	0
3928345	5	Спасибо за вашу работу! 	0	0	0	1	0
3928349	5	Все устранили в короткие сроки. Молодцы	0	0	0	0	0
3928497	5	быстро, качественно, без лишних вопросов и нюансов 	1	1	0	0	0
3928714	5	оперативно,  качественно! спасибо!	1	1	0	1	0
3928803	5	Спасибо! 	0	0	0	1	0
3928825	5	отличная работа	0	0	0	0	0
3928888	5	спасибо за быстрое решение вопроса! 	1	0	0	1	0
3928911	5	Спасибо за вашу работу 	0	0	0	1	0
3929011	5	очень оперативно. спасибо	1	0	0	1	0
3929230	5	спасибо 	0	0	0	1	0
3929431	5	Мгновенно. Спасибо	0	0	0	1	0
3929549	5	Оказалось, что это не авария, а нюансы системы водоснабжения и отопления.	0	0	0	0	0
Всё подробно объяснили	" спасибо!)"""		0	0	0	0	0
3929557	5	Спасибо. Отличная работа, прекрасный коллектив 	0	0	0	1	0
3929624	5	Спасибо) Оперативно устранили проблему.	1	0	0	1	0
3929881	5	быстро понятно спасибо 	1	0	0	1	0
			0	0	0	0	0
3930758	5	Оперативно	1	0	0	0	0
3930767	5	Спасибо за оперативность, желательно проверить и другие столбы освещения 	1	0	0	1	0
3930838	5	супер оперативно	1	0	0	0	0
3930866	5	быстро умтранили	1	0	0	0	0
3930927	5	Оперативно и качественно мастер решил проблему! Огромное спасибо ему.	1	1	1	1	0
3930975	5	Спасибо!	0	0	0	1	0
3931016	5	Быстро исправили, спасибо!	1	0	0	1	0
3931167	5	Молодцы!	0	0	0	0	0
3931178	5	Супер!!!!	0	0	0	0	0
3931204	5	спасибо за оперативность! 	1	0	0	1	0
3931561	5	Супер	0	0	0	0	0
3931695	5	Благодарю за помощь!	0	0	0	0	0
3932129	5	Оперативно, аккуратно, в удобное время. 	1	0	0	0	0
3932312	5	Быстро обработали заявку, спасибо за оперативность	1	0	0	1	0
3932338	5	Спасибо большое.	0	0	0	1	0
3932396	5	Благодарю !	0	0	0	0	0
3932417	5	Спасибо большое 	0	0	0	1	0
3932459	5	Молодцы, спасибо 	0	0	0	1	0
3932495	5	Всё сделали отлично	0	1	0	1	0
3932575	5	Хороший мастер сделал всё быстро 	1	0	1	0	0
3932622	3	проблема решена после того как сходил в офис и разьяснил на пальцах	0	0	0	0	0
3932847	5	Работа выполнена,  в кратчайший срок. Благодарю 	0	0	0	0	0
3932876	5	спасибо!	0	0	0	1	0
3932946	5	Мастер пришел на следующий день и ответил на все вопросы, выдал рекомендации по устранению проблемы. Спасибо!	0	0	1	1	0
3932950	5	Все сделали очень быстро! Спасибо большое!	1	0	0	1	0
3932971	5	При личном общении были решены все вопросы, полное взаимопонимание, отлично выполненная работа... 	0	1	0	1	0
3933004	5	супер оперативно 	1	0	0	0	0
3933019	5	Всё супер 	0	0	0	0	0
3933121	5	Спасибо большое за оперативность 	1	0	0	1	0
3933123	5	Спасибо, всё оперативно сделано!	1	0	0	1	0
3933159	5	спасибо,отреагировали очень быстро!	1	0	0	1	0
3933243	5	очень быстро отреагировали..посмотрим ,как дальше будет..	1	0	0	0	0
3933289	5	Здравствуйте. Спасибо Геннадию за работу. Все проверил и решил работу. Просьба если ранее вопрос не решен, то не закрывать заявки просто так, а передавать информацию специалистам в указанной сфере. 	0	0	1	1	0
3933331	5	Благодарю за оперативное решение. Ответственный сотрудник держал меня в курсе выполнения заявки,за что ему отдельное спасибо.Очень клиентоориентированный подход! Спасибо!	1	0	1	1	0
3933373	5	спасибо! очень оперативно! 5+	1	0	0	1	0
3933571	5	Спасибо 	0	0	0	1	0
3933799	5	Вауу, супер спасибо	0	0	0	1	0
3933980	5	Наконец то.  Спасибо. 	0	0	0	1	0
3934049	5	Огромное спасибо, очень помогли! Быстро и профессионально! 	1	0	0	1	0
3934120	5	все нормально, спасибо	0	0	0	1	0
			0	0	0	0	0
			0	0	0	0	0
			0	0	0	0	0
3934321	5	Большое спасибо мастеру ??	0	0	1	1	0
3934485	5	Спасибо оператору,  деж. (аварийной) смене за оперативную работу!!!	0	0	0	1	0
3934520	1	Проблему решили временно, надеюсь люк поменяют	0	0	0	0	1
3934549	5	Отреагировали оперативно, проблему решили и исправили по звонку телефона! 	1	0	0	0	1
" """			0	0	0	0	0
3934613	5	Ольга Птушкина  очень быстро и грамотно решила наш вопрос .Большое спасибо !!!	1	0	0	1	0
3934650	5	Спасибо за обратную связь! 	0	0	0	1	0
3934651	5	очень оперативно внесли данные по поверке 	1	0	0	0	0
3934695	5	Спасибо Вам большое, быстро среагировали	1	0	0	1	0
3934782	5	Спасибо!	0	0	0	1	0
3934816	5	Спасибо.	0	0	0	1	0
3934911	2	Решилось само собой	0	0	0	0	0
3934913	5	Сантехник очень быстро отключил воду, а сварщик очень быстро и качественно устранил проблему вновь, надеюсь, больше не увидимся 	1	1	0	0	0
3934970	5	Быстро среагировали 	1	0	0	0	0
3935029	5	Спасибо за оперативность	1	0	0	1	0
3935103	5	Все сделали в течении часа, спасибо.	0	0	0	1	0
3935129	5	Спасибо, большое!	0	0	0	1	0
3935268	5	Большое спасибо я! Оперативно все сделали!	1	0	0	1	0
3935291	5	Спасибо за фотоотчет	0	0	0	1	0
3935478	5	Спасибо большое, свет сделали	0	0	0	1	0
3935483	5	Быстро отреагировали. Пятерка!?? Спасибо.	1	0	0	1	0
3935491	5	Огромное спасибо 	0	0	0	1	0
3935508	5	спасибо 	0	0	0	1	0
3935546	5	Спасибо	0	0	0	1	0
			0	0	0	0	0
3936198	5	Татьяна - супер сотрудник, оперативно решает все вопросы, касательно аренды парковочного места в Пригороде Лесном.   Татьяна максимально ответственный и отзывчивый человек!  Лучший сотрудник в Управляющей компании, по моему личному мнению!	1	0	1	0	0
3936230	5	Спасибо за оперативность 	1	0	0	1	0
3936258	5	Реагировали быстро отключили сигнализацию пожарный тревоги. Спасибо огромное! 	1	0	0	1	0
3936309	5	спасибо что проверили ! пеекрасная работа!	0	0	0	1	0
3936322	5	Спасибо!	0	0	0	1	0
3936353	5	Спасибо! Оперативно!	1	0	0	1	0
3936497	3	ответили быстро, но увы ничего не смогут сделать.	1	0	0	0	0
3936508	5	спасибо за быстрое устранение проблемы 	1	0	0	1	0
3936546	5	Здравствуйте! Большое спасибо дежурному диспетчеру-перезвонил в течение 5 минут от подачи заявки. Благодарю за сотрудничество! С уважением, Ю. П. 	0	0	0	1	0
3936571	5	Четко и понятно, спасибо	0	0	0	1	0
3936715	5	Спасибо, оператор умничка	0	0	0	1	0
3936736	5	быстро 	1	0	0	0	0
3936835	5	Спасибо большое. Проблему мастер решил быстро и качественно ??!!!	1	1	1	1	0
3936887	5	спасибо 	0	0	0	1	0
3936898	5	Спасибо, Валерию! Все исправил, теперь дома тишина и спокойствие??	0	0	0	1	0
3936999	5	Лифт работает,,спасибо.	0	0	0	1	0
3937072	5	Спасибо 	0	0	0	1	0
3937078	5	Спасибо , оперативно и качественно 	1	1	0	1	0
3937301	5	Спасибо	0	0	0	1	0
3937325	5	специалисты приехали быстро, спустили грузовой застрявший лифт на 1 этаж, освободили человека. большое спасибо 	1	0	1	1	0
			0	0	0	0	0
3937646	5	отлично 	0	1	0	1	0
3937649	5	Спасибо!	0	0	0	1	0
3937780	5	 большое спасибо! 	0	0	0	1	0
			0	0	0	0	0
			0	0	0	0	0
3937869	5	Все, решили оперативно 	1	0	0	0	1
3937942	5	спасибо большое за оперативность ??	1	0	0	1	0
3938059	5	Работы непосредственно по замене сливной фурнитуры ванны выполнены быстро и качественно. А вот согласование работ - процесс бесконечный, к сожалению и не в пользу собственника. Хорошо, что удалось достичь консенсуса. 	1	1	0	0	0
3938086	5	Большое спасибо!	0	0	0	1	0
3938404	5	Оперативно! Спасибо 	1	0	0	1	0
3938452	4	Устранили быстро. Хотелось бы заметить в целом недостатки крепления как в проектировании, когда в металлическую дверь доводчики крепятся обычными саморезами. По кол-ву дырок от старых мест видно, что сама по себе методика крепления не продумана. Саморез в металл - слабо живущее решение, с недолгим жизненным циклом.	1	0	0	0	0
3938472	5	очень быстро ответили	1	0	0	0	0
3938558	5	Мастер достаточно быстро решил наш вопрос. Надо было повернуть направление регулятора температуры на батарее отопления в другую сторону. После выполнения работы аккуратно все протер,что приятно. Большое спасибо! 	1	0	1	1	0
3938590	5	Все оперативно и качественно!	1	1	0	0	0
3938597	5	Все было сделано быстро и профессионально 	1	0	0	0	0
3938642	5	Хороший сотрудник. Приятно общаться и получать ответы на все вопросы. 	0	0	1	0	0
3938658	5	Мастер своего дела !	0	0	1	0	0
3938725	5	Очень быстро! Оперативно ответили! Спасибо!!!	1	0	0	1	0
3938788	5	Супер!!!	0	0	0	0	0
3938805	5	спасибо	0	0	0	1	0
3938844	5	спасибо большое 	0	0	0	1	0
3938879	5	Спасибо мастерам за оперативность !!! 	1	0	1	1	0
3938886	5	Спасибо за работу ?? 	0	0	0	1	0
3938894	5	Спасибо что быстро ответили??	1	0	0	1	0
3938959	5	спасибо	0	0	0	1	0
3939087	5	спасибо большое вам за качественную работу.	0	0	0	1	0
3939089	5	Спасибо Вам за понимание ??	0	0	0	1	0
3939121	5	Оперативно. Спасибо	1	0	0	1	0
3939143	5	всё отлично	0	1	0	1	0
3939235	5	Очень приятный инженер 	0	0	0	0	0
3939287	5	спасибо 	0	0	0	1	0
3939342	5	Благодарю за починку лифта! Работает!	0	0	0	0	0
3939350	5	оперативно сделали, спасибо	1	0	0	1	0
3939447	5	Быстро и четко)спасибо	1	0	0	1	0
3939586	5	Спасибо!	0	0	0	1	0
3939683	5	Спасибо большое за уборку!	0	0	0	1	0
3939782	5	Оперативно 	1	0	0	0	0
3939792	5	молодцы, даже нашли время проконсультировать	0	0	0	0	0
3939998	5	Молодцы  большое спасибо Оксана!	0	0	0	1	0
3940060	5	спасибо. быстро и качественно 	1	1	0	1	0
3940081	5	спасибо за оперативность	1	0	0	1	0
3940089	5	супер! спасибо	0	0	0	1	0
3940096	5	супер, теперь кнопка светится	0	0	0	0	0
3940214	5	очень оперативно! спасибо огромное! 	1	0	0	1	0
3940352	5	спасибо	0	0	0	1	0
3940375	5	Пришли,, окна подкрутили. Быстро. 	1	0	0	0	0
3940395	5	спасибо что поставили, теперь ждем отопления чтоб понять работает или нет. 	0	0	0	1	0
3940684	5	спасибо Вам за работу 	0	0	0	1	0
3940717	5	быстро, для подъезда вполне хорошо)	1	1	0	0	0
3940729	5	Спасибо!	0	0	0	1	0
3940757	5	Спасибо. Все понятно и благодушно разъяснили.	0	0	0	1	0
3940842	5	Быстро устранили????	1	0	0	0	0
3940861	5	Мастер все сделал быстро. Все отлично, работой довольна	1	1	1	1	0
3940903	5	Спасибо за оперативную обратную связь ??	0	0	0	1	0
3940995	5	спасибо за грамотного специалиста! 	0	0	1	1	0
3941055	5	отличный специалист Максим Луговой	0	0	1	0	0
3941064	5	очень оперативно! спасибо огромное! 	1	0	0	1	0
3941141	5	Большое спасибо, всё сделали	0	0	0	1	0
3941162	5	Отличная работа! очень профессиональный и вежливый сотрудник!	0	0	1	0	0
3941213	5	Спасибо 	0	0	0	1	0
3941255	5	спасибо оперативно!! 	1	0	0	1	0
3941310	5	быстро сработали, позвонили, сказали, что все хорошо ,ложная тревога 	1	1	0	0	0
3941386	5	быстро и оперативно демонтировали замок	1	0	0	0	0
3941438	5	Спасибо за оперативную работу !!!	0	0	0	1	0
3941457	5	Оперативно, благодарю!	1	0	0	0	0
3941503	5	Большое спасибо сантехнику! 	0	0	0	1	0
3941548	5	супер-быстро помогли. по телефону помогли все решить. отлично!	1	1	0	1	0
3941585	5	Спасибо!	0	0	0	1	0
3941672	5	Лифт снова работает. Заявку исполнили очень быстро	1	0	0	0	0
3941682	5	Быстро и четко!!!	1	0	0	0	0
3941724	5	Если бы не сотрудник УК Никита - уборщицы бы никогда нормально не помыли нам этаж	0	0	1	0	0
3941762	5	Проблема устранена, достаточно оперативно 	1	0	0	0	0
3941800	5	Спасибо сотруднику ук Никита, благодаря ему нам нормально  помыли  этаж, спасибо большое	0	0	1	1	0
3941819	5	Вопросов нет, молодцы. Супер оперативно 	1	0	0	0	0
3941845	5	Спасибо	0	0	0	1	0
3941927	5	всё прошло отлично, заранее позвонил предупредил о приходе, сделал всё быстро, вежливый, разулся хотя я говорил что не нужно у нас пыльно. Спасибо.	1	1	1	1	0
3941934	5	Спасибо 	0	0	0	1	0
3941951	5	Благодарю от имени деток и их родителей!	0	0	0	0	0
3941956	5	Спасибо! 	0	0	0	1	0
3942001	5	Отлично, спасибо большое 	0	1	0	1	0
3942047	5	Спасибо!	0	0	0	1	0
3942142	5	спасибо	0	0	0	1	0
3942249	5	Спасибо большое!)	0	0	0	1	0
3942254	5	Благодарю.	0	0	0	0	0
3942337	5	Спасибо!	0	0	0	1	0
3942424	5	Оперативно мастер подошёл. Все неполадки устранены. Мастер - тактичный молодой человек. Спасибо! 	1	0	1	1	0
3942437	5	Оперативно	1	0	0	0	0
3942447	5	Исправлено 	0	1	0	0	1
3942595	5	Благодарю за оперативность ))Хорошего дня)	1	0	0	0	0
3942627	5	Большое спасибо??	0	0	0	1	0
3942634	5	Оперативно решили вопрос, спасибо.	1	0	0	1	1
3942701	5	Благодарю 	0	0	0	0	0
3942717	5	Оперативно 	1	0	0	0	0
3942777	5	Замечательный мастер 	0	0	1	0	0
3942812	5	Скорость супер 	1	0	0	0	0
3942818	5	Быстро проучила	1	0	0	0	0
3942831	5	Роман и его коллега СУПЕР специалисты ????????????	0	0	1	0	0
3942841	5	Спасибо большое Мария?? ??	0	0	0	1	0
3942855	5	Спасибо	0	0	0	1	0
3942857	5	Спасибо большое.	0	0	0	1	0
3942887	5	Огромное спасибо, за помощь и проделанную Вами работу!	0	0	0	1	0
3942907	4	Молодцы	0	0	0	0	0
3943072	5	Большое спасибо Ольге - очень помогла и ответила на все вопросы ??????	0	0	0	1	0
3943181	5	Спасибо	0	0	0	1	0
3943196	5	выполнена отлично!	0	1	0	1	0
3943364	5	Спасибо за быстрое реагирование заявки 	1	0	0	1	0
3943492	5	Супер	0	0	0	0	0
3943589	5	все работает,спасибо	0	0	0	1	0
3943607	5	супербыстро. спасибо	1	0	0	1	0
3943634	5	Огромное спасибо сантехнику Геннадию за качественно оказанную услугу и профессионализм. Приятно иметь дело с такими людьми.	0	1	0	1	0
3943787	5	Спасибо!	0	0	0	1	0
3943909	5	спасибо большое!	0	0	0	1	0
3943939	5	Спасибо!	0	0	0	1	0
3944008	5	Спасибо! Вопрос решен в сжатые сроки и была предоставлена обратная связь.	0	0	0	1	1
3944042	5	Спасибо	0	0	0	1	0
3944074	5	Оперативно 	1	0	0	0	0
3944164	5	электрик снял показания. будем ждать ответ	0	0	0	0	0
3944245	5	спасибо, оперативно	1	0	0	1	0
			0	0	0	0	0
			0	0	0	0	0
3944648	5	Спасибо за проверку, за обратный звонок и разъяснение 	0	0	0	1	0
3944742	5	спасибо, но можно убирать регулярно и  без заявок	0	0	0	1	0
3944810	5	Быстро! Оперативно	1	0	0	0	0
3944852	5	Спасибо большое!!!	0	0	0	1	0
3944861	5	Оперативно решила проблему)	1	0	0	0	0
3944876	5	Всё быстро и оперативно!	1	0	0	0	0
3944996	5	Спасибо большое, всё отлично??	0	1	0	1	0
3945026	5	Все быстро и в срок. Спасибо 	1	0	0	1	0
3945035	5	очень добрая женщина	0	0	0	0	0
3945081	5	Спасибо Вам большое ??	0	0	0	1	0
3945243	4	"небольшая неточность в консультации- нужно набрать код от домофона и нажать ""колокольчик"" на панели, иначе в домашний подъезд не пропускают "	0	0	0	0	0
3945310	5	Супер специалисты	0	0	1	0	0
3945457	5	Все на высшем уровне!	0	0	0	0	0
3945577	5	Отлично !	0	1	0	1	0
3945582	5	Выполнено быстро, но хотелось бы, чтобы этого не происходило.	1	0	0	0	0
3945682	5	спасибо	0	0	0	1	0
			0	0	0	0	0
			0	0	0	0	0
3945746	5	все оперативно, быстро, спасибо! 	1	0	0	1	0
3945765	5	Очень оперативно!	1	0	0	0	0
3945768	5	Спасибо большое 	0	0	0	1	0
3945794	5	Спасибо. На удивление, вопрос был решён быстро и оперативно. 	1	0	0	1	0
3945901	5	Решил ситуацию быстро, спасибо.	1	0	0	1	0
			0	0	0	0	0
3946026	5	Андрей всё сделал хорошо 	0	1	0	0	0
3946151	5	Спасибо, очень оперативно!	1	0	0	1	0
3946206	5	Хорошо 	0	1	0	0	0
3946215	5	спасибо за оперативность!	1	0	0	1	0
3946217	5	Спасибо 	0	0	0	1	0
3946274	5	да, спасибо,теперь лифт заработал	0	0	0	1	0
3946414	5	Специалист прекрасно выполнил работу! Благодарна за отзывчивость. Больше бы таких сотрудников.	0	0	1	0	0
3946559	5	супер	0	0	0	0	0
"спасибо """			0	0	0	0	0
3946690	5	быстро решили проблему	1	0	0	0	1
			0	0	0	0	0
3946799	5	Очень оперативно решили проблему	1	0	0	0	1
3946801	5	Спасибо за оперативность 	1	0	0	1	0
3946853	5	Все хорошо, спасибо 	0	1	0	1	0
3946878	5	Спасибо	0	0	0	1	0
3946880	5	Оперативно	1	0	0	0	0
3946899	5	Добрый день. Работы исполнены. Благодарю.	0	0	0	0	0
3946934	5	Спасибо Татьяне, всю информацию обновили	0	0	0	1	0
3947072	5	Спасибо!	0	0	0	1	0
3947101	5	Спасибо	0	0	0	1	0
3947149	5	спасибо.	0	0	0	1	0
3947157	5	Спасибо за оперативность	1	0	0	1	0
3947219	5	спасибо за оперативность!!	1	0	0	1	0
3947311	5	Очень подробно, большое спасибо за консультацию! 	0	0	0	1	0
3947432	5	Огромное спасибо Сергею	0	0	0	1	0
3947727	5	отзывчивые, приятные, готовы были сразу оформить акт, но ещё раз проверили сушилку, и обнаружили, сто есть кнопка включения	0	0	0	0	0
3947806	5	Спасибо что в нашей УК есть такие специалисты.	0	0	1	1	0
"Причина отсутствия электричества была найдена сразу и быстро устранена."""			0	0	0	0	0
3947834	5	Большое спасибо за роботу.	0	0	0	1	0
3947929	5	Прекрасно выполненная работа. Получил ценную рекомендацию на будущее. Спасибо!	0	0	0	1	0
3947984	5	быстро отключили пожарную вытяжку	1	0	0	0	0
3948043	5	Потрясающе ?? 	0	0	0	0	0
3948121	5	спасибо! 	0	0	0	1	0
3948159	5	Сделали все быстро и качественно 	1	1	0	0	0
3948185	5	Быстро приехал мастер , составили акт . 	1	0	1	0	0
3948217	5	Спасибо, Татьяна!!	0	0	0	1	0
3948226	5	супер мега оперативно, спасибо !)	1	0	0	1	0
			0	0	0	0	0
3948436	5	отличный мастер!	0	0	1	0	0
"большое спасибо за помощь!"""			0	0	0	0	0
3948528	5	Благодарим за оперативность и понимание	1	0	0	0	0
3948623	5	Супер	0	0	0	0	0
3948632	5	Спасибо большое за оперативность и качество!?	1	0	0	1	0
3948735	5	спасибо, что решили свою проблему, а то как то не очень, платишь вовремя, а тебе про долг пишут. 	0	0	0	1	1
3948738	5	разобрались, спасибо 	0	0	0	1	0
3948896	5	Спасибо ??	0	0	0	1	0
3948958	5	Мастер быстро пришёл, быстро понял в чем проблема и быстро устранил её, в общем всё отлично, спасибо 	1	1	1	1	0
3949033	5	Работа выполнена на отлично! Быстро и качественно! Спасибо большое! 	1	1	0	1	0
3949214	5	спасибо. молодцы!	0	0	0	1	0
3949304	5	Спасибо за быстрое и качественное решение вопроса 	1	1	0	1	0
3949394	5	Все отлично! Специалист пришёл через 30 минут после заявки. Все оперативно починил. 	1	1	1	1	0
3949543	5	оперативно 	1	0	0	0	0
3949561	5	спасибо огромное. но уборка лифта это временное решение проблеммы. потому что в них гадят систематически. просьба выявить и наказать нарушителей	0	0	0	1	0
3949579	5	Спасибо 	0	0	0	1	0
3949596	5	Мастер - Самый Лучший! Спасибо Вам Огромное за таких сотрудников!!!! 	0	0	1	1	0
			0	0	0	0	0
3949634	5	Спасибо большое.	0	0	0	1	0
3949687	5	оперативно отреагировали на заявку, и устранили.	1	0	0	0	0
3949875	5	Доброго дня! Спасибо за таких Прекрасных Сотрудников! 	0	0	1	1	0
3949884	5	Спасибо за оперативность. После укладки плитки остались незаделанные швы на стыке. Для сравнения на 1 этаже в холле швы ровно закрыты. Просьба завершить работу до конца. 	1	0	0	1	0
3949914	5	Очень быстро	1	0	0	0	0
3949967	5	Спасибо!	0	0	0	1	0
3950076	5	Спасибо. Отлично.	0	1	0	1	0
3950162	5	заявка выполнена. 	0	0	0	0	0
"Со слов электрика заявка выполнена. В квартире собственник не был. Там не проживает.. """			0	0	0	0	0
3950351	5	Спасибо	0	0	0	1	0
3950433	5	мастер пришёл быстро. Все быстро сделал. 	1	0	1	0	0
3950451	5	Благодарю за оперативность 	1	0	0	0	0
3950461	5	Благодарю за оперативность 	1	0	0	0	0
3950683	5	Огромнейшее спасибо.	0	0	0	1	0
Максимально быстро и качественно!!!			0	0	0	0	0
Просто сотрудник месяца 			0	0	0	0	0
			0	0	0	0	0
3950893	5	Вот это скорость ????	1	0	0	0	0
"Спасибо! """			0	0	0	0	0
